Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender
Nayeon,Im Nayeon,임나연,나연,22/09/1995,Twice,20/10/2015,JYP,South Korea,,163,,Seoul,,,F
Nayoung,Kim Nayoung,김나영,나영,23/11/1995,Gugudan,28/06/2016,Jellyfish,South Korea,,169,50,,,,F
Nayoung,Kim Nayoung,김나영,나영,30/11/2002,LIGHTSUM,10/06/2021,Cube,South Korea,,154,43,Chuncheon,,,F
Nayoung,Im Nayoung,임나영,나영,18/12/1995,Pristin,21/03/2017,Pledis,South Korea,,171,51,Chungcheongham,I.O.I| Pristin V,,F
Nayu,Kim Yewon,김예원,나유,23/07/2002,ILY:1,4/04/2022,FC ENM,South Korea,,,,,,,F
Nayun,Kim Nayun,김나윤,나윤,31/07/1998,MOMOLAND,9/11/2016,Double Kick,South Korea,,167,48,Seoul,,,F
NC.A,Im Soeun,임소은,앤씨아,7/10/1996,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Osan,,,F
New,Choi Chanhee,최찬희,뉴,26/04/1998,The Boyz,31/12/2017,Cre.Ker,South Korea,,175,51,Jeonju,,,M
New Sun,Choi Yoonsun,최윤선,뉴썬,19/06/1997,Sonamoo,29/12/2014,TS,South Korea,,172,,,,,F
Nichkhun,Nichkhun Horvejkul,닛차쿤 허라웻차꾼,닉쿤,24/06/1988,2PM,4/07/2008,JYP,Thailand,USA,180,64,California,,,M
Nicole,Nicole Jung,정니콜,니콜,7/10/1991,KARA,29/03/2007,DSP,South Korea,USA,,,Los Angeles,,,F
Niel,Ahn Daniel,안다니엘,니엘,16/08/1994,Teen Top,9/07/2010,TOP Media,South Korea,,,,Anyang,,,M
Ni-Ki,Nishimura Riki,니시무라 리키,니키,9/12/2005,ENHYPEN,30/11/2020,Be:lift,Japan,,,,,,,M
Nina,Nina Nadia Mateer,니나 나디아 마티어,니나,15/03/2003,IRRIS,6/07/2022,Mellow,Australia,South Korea,174,51,Brisbane,,,F
Nine,Jung Wookjin,정욱진,나인,13/12/1999,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M
Ningning,Ning Yizhuo,닝이쭤,닝닝,23/10/2002,aespa,17/11/2020,SM,China,,165,43,Harbin,,,F
Noah,Hwang Seundae,황승대,노아,18/03/1998,CHECKMATE,19/06/2012,Yedang,South Korea,,,,,,,M
Noah,Song Yubin,송유빈,노아,2/08/2000,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M
Noeul,No Eul,노을,노을,10/05/1989,Rainbow,12/11/2009,DSP,South Korea,,164,44,Jeonju,,,F
Nova,Maria Pavlovna Emelyanova,마리아 파블로브나 에멜야노바,노바,10/10/2002,X:IN,11/04/2023,Escrow,Russia,,,,Moscow,,,F
O.V,Kim Sanchan,김상찬,오뷔,3/01/1999,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M
Olivia Hye,Son Hyeju,손혜주,올리비아 혜,13/11/2001,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona yyxy,,F
On,Kim Dongwoo,김동우,온,,ABLUE,23/10/2022,J-Star,South Korea,,177,65,,,,M
On,Choi Juhwan,최주환,온,16/10/2002,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M
Onda,Jo Selim,조세림,온다,18/05/2000,Everglow,18/03/2019,Yuehua,South Korea,,,,,,,F
Onejunn,Jo Wonjun,조원준,원준,22/11/1988,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,179,61,Changwon,,,M
Onew,Lee Jinki,이진기,온유,14/12/1989,SHINee,25/05/2008,SM,South Korea,,177,61,Gwangmyeong,,,M
P.O,Pyo Jihoon,표지훈,피오,2/02/1993,Block B,15/04/2011,KQ,South Korea,,181,64,Seoul,Bastarz,,M
Park Kyung,Park Kyung,박경,박경,8/07/1992,Block B,15/04/2011,KQ,South Korea,,176,56,Seoul,,,M
Peniel,Shin Donggeun,신동근,프니엘,10/03/1993,BtoB,21/03/2012,Cube,South Korea,USA,175,63,Chicago,,,M
P-Goon,Park Sehyuk,박세혁,피군,18/10/1991,,,,South Korea,,,,Seoul,,Topp Dogg,M
Pharita,Pharita Chaikong,파리따 차이콩,파리타,26/08/2005,BABYMONSTER,0/01/1900,YG,Thailand,,,,Bangkok,,,F
Prince,Pasidh Vataniyapromote,파싯 와타니야쁘라못,프린스,10/01/2003,Ghost9,23/09/2020,Maroo,Thailand,,,,,,,M
PSY,Park Jaesang,박재상,싸이,31/12/1977,,,,South Korea,,,,Seoul,,,M
Q,Ji Changmin,지창민,큐,5/11/1998,The Boyz,31/12/2017,Cre.Ker,South Korea,,175,56,,,,M
Qri,Lee Jihyun,이지현,큐리,12/12/1986,T-ara,29/07/2009,MBK,South Korea,,162,44,Goyang,,,F
ra.L,Yi Taehyun,이태현,라엘,29/09/2003,TRENDZ,5/01/2022,Interpark,South Korea,,,,,,,M
Rachel,Sung Nayeon,성나연,레이첼,28/08/2000,APRIL,24/08/2015,DSP,South Korea,USA,,,,,,F
Rain,Jung Jihoon,정지훈,비,25/06/1982,,,,South Korea,,,,Seosan,,,M
Raina,Oh Hyerin,오혜린,레이나,7/05/1989,After School,15/01/2009,Pledis,South Korea,,,,Ulsan,Orange Caramel,,F
Rainie,Chu Chingyu,주칭위,레이니,16/11/2000,bugAboo,25/10/2021,A team,Taiwan,,,,,,,F
Rakwon,Seok Rakwon,석락원,락원,14/11/2003,ATBO,27/07/2022,IST,South Korea,,172,,Seoul,,,M
Rano,Byun Yongseop,변용섭,라노,10/12/1998,E'LAST,9/06/2020,E Entertainment,South Korea,,175,60,,,,M
Raon,Lee Seoyoung,이서영,라온,21/01/2000,ANS,16/09/2019,ANS,South Korea,,,,,,,F
Raots,Ren Yuchen,런위천,라오츠,1/03/2000,JWiiver,17/02/2022,JTG,China,,,,,,,M
Ravi,Kim Wonsik,김원식,라비,15/02/1993,VIXX,24/05/2012,Jellyfish,South Korea,,183,65,Seoul,VIXX LR,,M
Ravn,Kim Yoongjo,김영조,레이븐,2/09/1995,Oneus,9/01/2019,RBW,South Korea,,,,,,,M
Rayeon,Lee Rayeon,이나연,나연,24/11/2001,FANATICS,6/08/2019,FENT,South Korea,,167,45,Gwangju,,,F
Red,Lee Heejin,이희진,빨강,10/07/1991,Pungdeng-E,11/12/2013,DOMA,South Korea,,163,,Daegu,,,F
Rei,Naoi Rei,나오이 레이,레이,3/02/2004,IVE,1/12/2021,Starship,Japan,,169,47,,,,F
Remi,Katsuno Rise,카츠노 리세,레미,26/04/2001,Cherry Bullet,21/01/2019,FNC,Japan,,,,,,,F
Ren,Choi Minki,최민기,렌,3/11/1995,NU'EST,15/03/2012,Pledis,South Korea,,,,Busan,NU'EST W,,M
Rena,Kang Yebin,강예빈,레나,19/10/1998,Hinapia,3/11/2019,Alseulbit,South Korea,,162,49,,Pristin V,Pristin,F
Renjun,Hwang Renjun,황런쥔,런쥔,23/03/2000,NCT,9/04/2016,SM,China,,,,Jilin,NCT Dream,,M
Ria,Kuwayama Ria,쿠와야마 리아,리아,3/02/1998,BOTOPASS,26/08/2020,WKS ENE,Japan,,,,,,,F
Ricky,Yoo Changhyun,유창현,리키,27/02/1995,Teen Top,9/07/2010,TOP Media,South Korea,,,,Seoul,,,M
Rie,Lee Seungho,이성호,리에,6/11/1996,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M
Rihan,Choi Yeonsik,최연식,리한,22/05/1998,JWiiver,17/02/2022,JTG,South Korea,,,,,,,M
Riho,Jin Seungwook,진승욱,리호,1/03/1998,VARSITY,5/01/2017,GKC,South Korea,,178,59,Incheon,,,M
Riina,Lee Seunghyeon,이승현,리이나,21/02/2001,H1-KEY,5/01/2022,GLG,South Korea,,172,55,,,,F
Rina,Kang Soeun,강소은,리나,27/09/2001,Weki Meki,8/08/2017,Fantagio,South Korea,,,,,,,F
Rinji,Hwang Rinji,황린지,린지,5/05/2006,Pixy,24/02/2021,ALLART,South Korea,,169,,,,,F
Rio,Son Gwanghyuk,손광혁,리오,16/07/1999,14U,17/04/2017,BG,South Korea,,,,,,,M
Ririka,Kishida Ririka,키시다 리리카,리리카,2/07/2002,ILY:1,4/04/2022,FC ENM,Japan,,162,,,,,F
Riwon,Kim Riwon,김리원,리원,11/01/2007,CLASS:y,5/05/2022,Universal,South Korea,,156,,,,,F
RM,Kim Namjoon,김남준,알엠,12/09/1994,BTS,13/06/2013,Big Hit,South Korea,,181,67,Ilsan,,,M
Roa,Kim Minkyung,김민경,로아,29/07/1997,Hinapia,3/11/2019,Alseulbit,South Korea,,172,49,,Pristin V,Pristin,F
Roa,,,로아,,X:IN,11/04/2023,Escrow,South Korea,,,,,,,F
Rocky,Park Minhyuk,박민혁,라키,25/02/1999,ASTRO,23/02/2016,Fantagio,South Korea,,,,Jinju,,,M
Roda,Shin Joongmin,신중민,로다,19/09/1998,MONT,14/05/2014,Starship,South Korea,,179,60,,,,M
Roel,Kim Sunho,김선호,로엘,13/02/1997,ARGON,11/03/2019,MSH,South Korea,,,,,,,M
Rokhyun,Kim Rokhyun,김록현,록현,10/02/1991,100%,18/09/2012,TOP Media,South Korea,,,,Suncheon,,,M
Romin,Choi Youngmin,최영민,로민,24/04/2001,E'LAST,9/06/2020,E Entertainment,South Korea,,179,58,,,,M
Ron,Cheon Byeonghwa,천병화,론,22/01/1991,Bigflo,19/07/2014,HO,South Korea,,183,62,,,,M
Rona,Chang Ching,장찡,로나,5/06/2002,ILY:1,4/04/2022,FC ENM,Taiwan,,165,,Taipei,,,F
Roni,Jeong Rowoon,정로운,로니,31/07/1994,,,,South Korea,,174,55,,,XEED,M
Rora,Lee Dain,이다인,로라,5/08/2008,BABYMONSTER,0/01/1900,YG,South Korea,,,,,,,F
Rosé,Roseanne Park,로잔느 박,로제,11/02/1997,BLACKPINK,8/08/2016,YG,South Korea,,167,,Auckland,,,F
Roshin,Bae Sijun,배시준,로신,13/04/2001,JWiiver,17/02/2022,JTG,South Korea,,,,Daegu,,,M
Rowoon,Kim Seokwoo,김석우,로운,7/08/1996,SF9,5/10/2016,FNC,South Korea,,,,,,,M
Royeon,Jeon Hyunjoo,전현주,로연,20/02/1998,ANS,16/09/2019,ANS,South Korea,,,,,,,F
Rubin,Lee Haejoon,이해준,루빈,16/08/1995,1TEAM,27/03/2019,LiveWorks,South Korea,,,,,,,M
Ruby,Heo Jiwon,허지원,루비,21/08/2002,PRIMROSE,13/03/2023,AO,South Korea,,,,,,,F
Rui,Jang Rui,장루이,루이,7/03/2000,7 O'clock,26/08/2014,Jungle,South Korea,,178,63,Seoul,,,M
Rui,Watanabe Rui,와타나베 루이,루이,8/10/1994,H.U.B,9/02/2017,New Planet,Japan,,,,,,N-Bulance,F
Ruka,Kawai Ruka,카와이 루카,루카,20/03/2002,BABYMONSTER,0/01/1900,YG,Japan,,,,,,,F
Ryeowook,Kim Ryeowook,김려욱,려욱,21/06/1987,Super Junior,6/11/2005,SM,South Korea,,175,58,Incheon,Super Junior-M,,M
Ryujei,Chae Hocheol,채호철,류제이,8/11/1997,JWiiver,17/02/2022,JTG,South Korea,,175,54,Incheon,,,M
Ryujin,Shin Ryujin,신류진,류진,17/04/2001,ITZY,12/02/2019,JYP,South Korea,,,,Seoul,,,F
S.Coups,Choi Seungcheol,최승철,에스.쿱스,8/08/1995,Seventeen,26/05/2015,Pledis,South Korea,,177,63,Daegu,,,M
Saebom,Kim Seyoung,김세영,새봄,13/01/1995,Favorite,5/07/2017,Astory,South Korea,,,,Gwacheon,,,F
Saebom,Kim Saerok,김새록,새봄,30/01/1997,NATURE,3/08/2018,n.CH,South Korea,,,,,,,F
Saebyeok,Shim Jaeyoung,심재영,새벽,9/11/1996,Ho1iday,26/04/2013,LOEN,South Korea,,,,,,,F
Saebyeol,Han Saebyeol,한새별,새별,23/05/1996,Matilda,18/03/2016,Box,South Korea,,,168,,,,F
Saena,Jung Sehyun,정세현,새나,12/03/2004,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,160,42,Busan,,,F
Saerom,Lee Saerom,이새롬,새롬,7/01/1997,fromis_9,24/01/2018,Off The Record,South Korea,,,,Gangwon,,,F
Sakang,Jeon Sakang,정사강,사강,26/10/2002,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M
Sakura,Miyawaki Sakura,미야와키 사쿠라,사쿠라,19/03/1998,LE SSERAFIM,2/05/2022,Source,Japan,,,,Kagoshima,,IZ*ONE,F
Sally,Liu Xiening,류셰닝,샐리,23/10/1996,Gugudan,28/06/2016,Jellyfish,China,,,,Guangdong,,,F
Samuel,Kim Samuel,김사무엘,사무엘,17/01/2002,,,,South Korea,USA,,,Los Angeles,,1PUNCH,M
San,Choi San,최산,산,10/07/1999,ATEEZ,24/10/2018,KQ,South Korea,,173,,,,,M
Sana,Minatozaki Sana,미나토자키 사나,사나,29/12/1996,Twice,20/10/2015,JYP,Japan,,168,,Osaka,MISAMO,,F
Sandeul,Lee Junghwan,이정환,산들,20/03/1992,B1A4,19/04/2010,WM,South Korea,,178,62,Busan,,,M
Sanga,Lee Sanga,이상아,상아,5/08/1999,,,,South Korea,,165,,,,Pink Fantasy,F
Sangah,Yoo Sangah,윤상아,상아,4/09/2002,LIGHTSUM,10/06/2021,Cube,South Korea,,168,,Incheon,,,F
Sangdo,Yoo Sangdo,유상도,상도,2/03/1993,Topp Dogg,1/04/2020,n.CH,South Korea,,,,Incheon,,,M
Sangho,Jo Sangho,조상호,상호,10/02/1995,SNUPER,16/11/2015,Widmay,South Korea,,,,Changwon,,,M
Sanghoon,Lee Sanghoon,이상훈,상훈,23/12/1993,,,,South Korea,,,,Cheongju,,100%,M
Sangil,Shim Sangil,심상일,상일,1/05/1993,SNUPER,16/11/2015,Widmay,South Korea,,,,Seoul,,,M
Sangmin,Kim Sangmin,김상민,상민,7/07/1992,CROSS GENE,8/07/2012,Amuse,South Korea,,178,67,Jinju,,,M
Sangwoo,Kim Sangwoo,김상우,상우,3/09/2002,JUST B,30/06/2021,Bluedot,South Korea,,,,,,,M
Sangyeon,Lee Sangyeon,이상연,상연,4/11/1996,The Boyz,31/12/2017,Cre.Ker,South Korea,,176,61,,,,M
Sanha,Yoon Sanha,윤산하,산하,21/03/2000,ASTRO,23/02/2016,Fantagio,South Korea,,,,Seoul,,,M
Satbyeol,Jeon Yujin,전유진,샛별,27/02/2001,,,,South Korea,,165,,,,Girls Alert| Pixy,F
Sea,Kim Sujeong,김수정,세아,5/12/1999,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F
Sebin,Jang Sebin,장세빈,세빈,24/04/1996,SNUPER,16/11/2015,Widmay,South Korea,,,,Pocheon,OMEGA X,,M
Seea,Kang Eunyoung,강은영,시아,21/08/1994,Pink Fantasy,28/10/2018,My Doll,South Korea,,160,43,,,,F
Seeun,Yoon Seeun,윤세은,세은,14/06/2003,STAYC,12/11/2020,Hi-Up,South Korea,,167,49,Pyeongtaek,,,F
Seeun,Park Seeun,박세은,세은,17/08/2005,xikers,30/03/2023,KQ,South Korea,,180,,Daegu,,,M
Segye,Shin Segye,신세계,세계,19/08/1998,AREAL,21/08/2020,JZ Factory,South Korea,,,,,,Rose Finger,F
Sehun,Oh Sehun,오세훈,세훈,12/04/1994,EXO,8/04/2012,SM,South Korea,,181,63,Seoul,,,M
Sehyung,Kang Sehyung,강세형,세형,13/12/1998,Berry Good,21/05/2014,Asia Bridge,South Korea,,169,,,,,F
Sei,Lee Seojung,이서정,세이,7/01/2000,Weki Meki,8/08/2017,Fantagio,South Korea,,,,,,,F
Sejeong,Kim Sejeong,김세정,세정,28/08/1996,Gugudan,28/06/2016,Jellyfish,South Korea,,164,48,,,I.O.I,F
Sejin,Lee Sejin,이세진,세진,22/07/1999,14U,17/04/2017,BG,South Korea,,,,,,,M
Sejun,Lim Sejun,임세준,세준,4/05/1996,VICTON,9/11/2016,Plan A,South Korea,,,,,,,M
Seline,Jung Yeonjeong,정연정,셀린,20/06/2000,Cignature,4/02/2020,C9,South Korea,,,,,,,F
Semi,Gu Semi,구세미,세미,10/04/2002,Cignature,4/02/2020,C9,South Korea,,166,46,,,,F
Semmi,Oh Heesun,오희선,세미,22/10/1995,Matilda,18/03/2016,Box,South Korea,,,165,,,,F
Seogoong,Park Hyunho,박현호,서궁,1/05/1992,,,,South Korea,,,,Seongnam,,Topp Dogg,M
Seoham,Park Seoham,박서함,서함,28/10/1993,KNK,3/03/2016,YNB,South Korea,,190,70,,,,M
Seoho,Lee Seoho,이서호,서호,7/06/1996,Oneus,9/01/2019,RBW,South Korea,,,,,,,M
Seohyun,Seo Joohyun,서주현 ,서현 ,28/06/1991,SNSD,4/08/2021,Good Luck,South Korea,,168,48,Seoul,TTS,,F
Seoi,Lee Yejin,이예진,서이,12/02/2000,H1-KEY,5/01/2022,GLG,South Korea,,169,,,,,F
Seokcheol,Lee Seokchul,이석철,석철,11/01/2000,TheEastLight,15/11/2018,Stardium,South Korea,,,170,,,,M
Seokhwa,Kang Seokhwa,강석화,석화,1/12/2000,WEi,5/10/2020,OUI,South Korea,,172,56,,,,M
Seokyoung,Kim Seokyung,김서경,서경,16/04/1999,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,,,,F
Seol,Min Jihye,민지혜,설,1/01/1997,P.O.P,26/07/2017,DWM,South Korea,,,,Gunsan,,,F
Seola,Kim Hyunjung,김현정,설아,24/12/1994,WJSN,25/02/2016,Starship,South Korea,,165,,Seoul,WJMK| WJSN The Black,,F
Seolhyun,Kim Seolhyun,김설현,설현,3/01/1995,AoA,30/07/2012,FNC,South Korea,,167,47,Bucheon,,,F
Seonghwa,Park Seonghwa,박성화,성화,3/04/1998,ATEEZ,24/10/2018,KQ,South Korea,,178,,Jinju,,,M
Seonglee,Kim Seonglee,김성리,성리,6/04/1994,,,,South Korea,,173,,,,RAINZ,M
Seongmin,Ahn Seongmin,안성민,성민,1/08/2003,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M
Seongsoo,Park Seongsoo,박성수,성수,7/04/1999,ABLUE,23/10/2022,J-Star,South Korea,,180,65,,,BECZ,M
Seongwu,Ong Seunwu,옹성우,성우,25/08/1995,Wanna One,7/08/2017,YMC,South Korea,,,,Incheon,,,M
Seonyu,Kim Seonyu,김선유,선유,20/03/2008,CLASS:y,5/05/2022,Universal,South Korea,,159,,,,,F
Seoryoung,Lee Seoryung,이서령,서령,26/01/2000,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,,,,F
Seowon,Jang Seowon,장서원,서원,5/12/2006,Lapillus,22/06/2022,MLD,South Korea,,,,Gwangju,,,F
Seowon,Seo Won,서원,서원,18/12/2000,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M
Seoyeon,Ahn Seoyeon,안서연,서연,26/03/2005,CSR,27/07/2022,A2Z,South Korea,,,,Bucheon,,,F
Seoyeon,Kim Minju,김민주,서연,26/11/1995,Favorite,5/07/2017,Astory,South Korea,,,,Gwacheon,,,F
Seoyeon,Lee Seoyeon,이서연,서연,22/01/2000,fromis_9,24/01/2018,Off The Record,South Korea,,,,Seoul,,,F
Seoyeon,Yoon Seoyeon,윤서연,서연,6/08/2003,tripleS,13/02/2023,MODHAUS,South Korea,,,,,,,F
Seoyoon,Kim Suyoung,김수영,서윤,26/01/1995,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,,,ILUV,F
Seoyoung,Lee Seoyoung,이서영,서영,27/06/1994,Hello Venus,9/05/2012,Fantagio,South Korea,,164,50,,,,F
Seoyul,Seo Yuri,서유리,서율,26/11/1997,Berry Good,21/05/2014,Asia Bridge,South Korea,,163,,,,,F
Serim,Park Serim,박세림,세림,3/03/1999,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M
Serri,Park Miyeon,박미연,세리,16/09/1990,Dal Shabet,3/01/2011,Happy Face,South Korea,,,,Seoul,,,F
Seulgi,Kang Seulgi,강슬기,슬기,10/02/1994,Red Velvet,1/08/2014,SM,South Korea,,162,,Seoul,Red Velvet - IRENE SEULGI,,F
Seulgi,Jeong Seulgi,정슬기,슬기,12/05/1990,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,,,,F
Seungah,Oh Seungah,오승아,승아,13/09/1988,Rainbow,12/11/2009,DSP,South Korea,,167,45,Seoul,Rainbow Blaxx| Rainbow Pixie,,F
Seungchan,Kang Seungchan,강승찬,승찬,1/01/2003,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M
Seungeun,Shim Seungeun,심승은,승은,27/12/2000,BVNDIT,10/04/2019,MNH,South Korea,,,,,,,F
Seunghan,Lee Seunghan,이승한,승한,22/02/1996,DUSTIN,6/01/2020,LPA,South Korea,,,,,,,M
Seunghee,Oh Seunghee,오승희,승희,10/10/1995,CLC,19/03/2015,Cube,South Korea,,163,,Gwangju,,,F
Seunghee,Hyun Seunghee,현승희,승희,25/01/1996,Oh My Girl,21/04/2015,WM,South Korea,,160,48,Chuncheon,,,F
Seungheon,Lee Seungheon,이승헌,승헌,15/05/2007,8TURN,30/01/2023,MNH,South Korea,,171,51,,,,M
Seungho,Yang Seungho,양승호,승호,16/10/1987,MBLAQ,14/10/2009,J. Tune,South Korea,,,,Seoul,,,M
Seunghun,Kim Seunghun,김승훈,승훈,26/02/1999,CIX,23/07/2019,C9,South Korea,,181,69,,,,M
Seunghwan,Lee Seunghwan,이승환,승환,20/05/2000,1the9,9/02/2019,MBK,South Korea,,178,64,,,,M
Seunghwan,Park Seunghwan,박승환,승환,6/04/2002,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,,M
Seunghwan,Jeong Seunghwan,정승환,승환,27/01/2004,ATBO,27/07/2022,IST,South Korea,,177,,Busan,,,M
Seunghwan,Lee Seunghwan,이승환,승환,10/12/1994,Romeo,4/11/2015,CT,South Korea,,,,,,,M
Seunghyub,Lee Seunghyub,이승협,승협,31/10/1992,N.Flying,20/05/2015,FNC,South Korea,,,,Daegu,,,M
Seunghyun,Lee Seunghyun,이승현,승현,17/07/1998,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,Spectrum,M
Seunghyun,Song Seungyun,송승현,승현,21/08/1992,FTISLAND,7/06/2007,FNC,South Korea,,,,Seoul,,,M
Seunghyun,Lee Seunghyun,이승현,승현,31/12/2001,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M
Seungjun,Ji Seungjun,지승준,승준,15/09/1998,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Seungkwan,Boo Seungkwan,부승관,승관,16/01/1998,Seventeen,26/05/2015,Pledis,South Korea,,172,58,Jeju,,,M
Seungmin,Bae Seungmin,배승민,승민,13/10/1998,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Seungmin,Lee Seungmin,이승민,승민,3/02/1996,Hash Tag,11/10/2017,LUK,South Korea,,162,,,,,F
Seungmin,Kim Seungmin,김승민,승민,22/09/2000,Stray Kids,25/03/2018,JYP,South Korea,,,,Seoul,,,M
Seungri,Lee Seunghyun,이승현,승리,12/12/1990,,,,South Korea,,176,60,Gwangju,,BIGBANG,M
Seungsik,Kang Seungsik,강승식,승식,16/04/1995,VICTON,9/11/2016,Plan A,South Korea,,,,,,,M
Seungwoo,Han Seungwoo,한승우,승우,24/12/1994,VICTON,9/11/2016,Plan A,South Korea,,,,,,X1,M
Seungyeon,Jang Seunyeon,장승연,승연,6/11/1996,CLC,19/03/2015,Cube,South Korea,,163,,Seongnam,,,F
Seungyeon,Han Seungyeon,한승연,승연,24/07/1988,KARA,29/03/2007,DSP,South Korea,,,,Seoul,,,F
Seungyeop,Choi Seungyeop,최승엽,승엽,8/05/1997,E'LAST,9/06/2020,E Entertainment,South Korea,,176,60,,,,M
Seungyoon,Cho Seungyoon,조승연,승연,5/08/1996,UNIQ,20/10/2014,Yuehua,South Korea,,183,68,,,X1,M
Seyeon,Park Seyeon,박세연,세연,6/05/2001,Purplebeck,24/06/2019,Majesty,South Korea,,167,46,,,,F
Seyong,Kim Seyong,김세용,세용,20/11/1991,MYNAME,27/10/2011,H2,South Korea,,,,Busan,,,M
Seyoung,Ha Seyoung,하세영,세영,3/02/1999,ARTBEAT,16/11/2022,AB Creative,South Korea,,166,50,Daegu,,,F
Seyoung,Lee Seyoung,이세영,세영,8/02/1990,CROSS GENE,8/07/2012,Amuse,South Korea,,180,60,Busan,,,M
Shana,Nonaka Shana,노나카 샤나,샤나,13/03/2003,Lapillus,22/06/2022,MLD,Japan,,158,,Kochi,,,F
Sheon,Kim Suyeon,김수연,션,28/01/2003,Billlie,10/11/2021,MYSTIC,South Korea,,162,,,,,F
Shiho,Kwon Subin,권수빈,시호,22/08/2001,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,,,,F
Shihyun,Kim Shihyun,김시현,시현,6/05/1998,We In The Zone,27/05/2019,Choon,South Korea,,,,Changwon,,,M
Shin,Shin Wonho,신원호,신,23/10/1991,CROSS GENE,8/07/2012,Amuse,South Korea,,185,66,Seoul,,,M
Shin,Kim Suhyun,김수현,신,18/03/2000,Ghost9,23/09/2020,Maroo,South Korea,,,,,,,M
Shin Hyesung,Jung Pilkyo,정필교,신혜성,27/11/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,179,65,Seoul,,,M
Shindong,Shin Donghee,신동희,신동,28/09/1985,Super Junior,6/11/2005,SM,South Korea,,178,90,Mungyeong,,,M
Shinwon,Go Shinwon,고신원,신원,11/12/1995,PENTAGON,10/10/2016,Cube,South Korea,,,,,,,M
Shinye,Kam Yerim,감예림,신예,7/03/2004,MAJORS,9/03/2021,ANS,South Korea,,166,46,,,,F
Shinyoung,Park Shinyoung,박신영,신영,19/03/2000,G-reyish,1/06/2017,Elijah,South Korea,,,,,,,F
Shita,Chae Gaho,채가호,시타,1/10/1998,JWiiver,17/02/2022,JTG,Macau,,183,63,Macau,,,M
Shotaro,Osaki Shotaro,오사키 쇼타로,쇼타로,25/11/2000,NCT,9/04/2016,SM,Japan,,,,,NCT U,,M
Shownu,Son Hyunwoo,손현우,셔누,18/06/1992,MONSTA X,14/05/2014,Starship,South Korea,,,,,,,M
Shuhua,Yeh Shuhua,예슈화,슈화,6/01/2000,(G)I-DLE,2/05/2018,Cube,Taiwan,,161,45,,,,F
Sian,Choi Changmin,최창민,시안,1/02/2001,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M
Sieun,Lee Sieun,이시은,시은,29/05/2001,ARTBEAT,16/11/2022,AB Creative,South Korea,,160,50,Daegu,,,F
Sieun,Lee Sieun,이시은,시은,19/09/1993,CHECKMATE,19/06/2012,Yedang,South Korea,,163,,,,,F
Sieun,Park Sieun,박시은,시은,1/08/2001,STAYC,12/11/2020,Hi-Up,South Korea,,160,44,Seoul,,,F
Sihyeon,Kang Sihyeon,강시현,시현,15/07/1998,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F
Sihyeon,Hwang Sihyeon,황시현,시현,12/03/2005,CSR,27/07/2022,A2Z,South Korea,,,,Uijeongbu,,,F
Sihyeon,Kim Sihyeon,김시현,시현,5/08/1999,Everglow,18/03/2019,Yuehua,South Korea,,168,51,,,,F
Sihyoung,Kim Sihyoung,김시형,시형,15/05/1992,HISTORY,26/04/2013,LOEN,South Korea,,182,63,Busan,,,M
Sihyun,Park Sihyun,박시현,시현,29/11/1986,SPICA,7/02/2012,CJ E&M,South Korea,,,,,SPICA-S,SPICA,F
Sika,Ren Shika,렌 시카,시카,22/08/1995,,,,China,,165,,,,FANATICS,F
Simyeong,Lee Simyeong,이시명,시명,27/05/1999,BVNDIT,10/04/2019,MNH,South Korea,,,,,,,F
SinB,Hwang Eunbi,황은비 ,신비,3/06/1998,VIVIZ,9/02/2022,Big Planet Made,South Korea,,165,,Cheongju,,Gfriend,F
