"cerealName","parsedName","brand","dietLabels","healthLabels","calories","Energy_kcal","Total.lipid..fat._g","Fatty.acids..total.saturated_g","Fatty.acids..total.trans_g","Fatty.acids..total.monounsaturated_g","Fatty.acids..total.polyunsaturated_g","Carbohydrate..by.difference_g","Carbohydrates..net._g","Fiber..total.dietary_g","Sugars..total_g","Protein_g","Cholesterol_mg","Sodium..Na_mg","Calcium..Ca_mg","Magnesium..Mg_mg","Potassium..K_mg","Iron..Fe_mg","Zinc..Zn_mg","Phosphorus..P_mg","Vitamin.A..RAE_µg","Vitamin.C..total.ascorbic.acid_mg","Thiamin_mg","Riboflavin_mg","Niacin_mg","Vitamin.B.6_mg","Folate..DFE_µg","Folate..food_µg","Folic.acid_µg","Vitamin.B.12_µg","Vitamin.D..D2...D3._µg","Vitamin.E..alpha.tocopherol._mg","Vitamin.K..phylloquinone._µg","Water_g","Energy_pct","Fat_pct","Saturated_pct","Carbs_pct","Fiber_pct","Protein_pct","Cholesterol_pct","Sodium_pct","Calcium_pct","Magnesium_pct","Potassium_pct","Iron_pct","Zinc_pct","Phosphorus_pct","Vitamin.A_pct","Vitamin.C_pct","Thiamin..B1._pct","Riboflavin..B2._pct","Niacin..B3._pct","Vitamin.B6_pct","Folate.equivalent..total._pct","Vitamin.B12_pct","Vitamin.D_pct","Vitamin.E_pct","Vitamin.K_pct","rawGPTRank","gptDescription"
"Miniature Shredded Wheat","unparsed","kellog","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",171,171.99,1.03,0.2,0,0.15,0.64,39.89,33.81,6.08,0.44,5.78,0,0.98,28.42,65.17,189.63,1.23,1.49,188.16,0,0,0.14,0.04,2.76,0.07,19.6,19.6,0,0,0,0.32,0.74,1.47,8.6,1.58,0.98,13.3,24.3,11.56,0,0.04,2.84,15.52,4.03,6.81,13.59,26.88,0,0,11.84,3.39,17.27,5.28,4.9,0,0,2.12,0.61,"9","Miniature Shredded Wheat : 's is a classic breakfast cereal that features crispy whole-grain wheat biscuits. It is a healthy snack option, as it is low in sugar and high in fiber."
"Multi Grain Cheerios","unparsed","generalMills","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",107,107.3,1.19,0.26,0,0.35,0.49,23.61,21.08,2.52,6.15,2.41,0,116.29,100.05,15.95,140.07,8.09,3.74,80.04,145.58,6,0.37,0.44,4.99,0.5,336.11,5.51,194.59,1.51,0.99,0.18,0.52,0.72,5.36,1.82,1.29,7.87,10.09,4.81,0,4.85,10.01,3.8,2.98,44.93,33.98,11.43,16.18,6.67,31.18,33.46,31.18,38.37,84.03,62.71,6.57,1.2,0.44,"8.5","Multi Grain Cheerios :  is a toasted oat cereal with real honey baked in for a sweet and crunchy taste. It is a nutritious breakfast that is low in fat, has no artificial flavors or colors and is an excellent source of whole grain."
"Nabisco Shredded Wheat","unparsed","nabisco","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",171,171.99,1.03,0.2,0,0.15,0.64,39.89,33.81,6.08,0.44,5.78,0,0.98,28.42,65.17,189.63,1.23,1.49,188.16,0,0,0.14,0.04,2.76,0.07,19.6,19.6,0,0,0,0.32,0.74,1.47,8.6,1.58,0.98,13.3,24.3,11.56,0,0.04,2.84,15.52,4.03,6.81,13.59,26.88,0,0,11.84,3.39,17.27,5.28,4.9,0,0,2.12,0.61,"8.5","Nabisco Shredded Wheat :  is a lightly sweetened, whole-wheat cereal that provides a hearty source of whole-grain nutrition. It is a good source of iron, zinc, potassium, and fiber and a low source of saturated fat."
"Nabisco Shredded Wheat n' Bran","unparsed","nabisco","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",171,171.99,1.03,0.2,0,0.15,0.64,39.89,33.81,6.08,0.44,5.78,0,0.98,28.42,65.17,189.63,1.23,1.49,188.16,0,0,0.14,0.04,2.76,0.07,19.6,19.6,0,0,0,0.32,0.74,1.47,8.6,1.58,0.98,13.3,24.3,11.56,0,0.04,2.84,15.52,4.03,6.81,13.59,26.88,0,0,11.84,3.39,17.27,5.28,4.9,0,0,2.12,0.61,"8.5","Nabisco Shredded Wheat n' Bran :  is a healthy, fiber-filled cereal made from whole wheat and bran. It is an all-natural cereal with a variety of vitamins and minerals that can be enjoyed for breakfast, as a snack, or even crumbled as a baking ingredient."
"Natural Cereal","unparsed","quaker","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",168,168.5,0.75,0.15,0,0.2,0.3,40.7,34.8,5.9,5.65,5.5,0,145.5,14.5,37.5,122,1.45,0.75,87,NA,0,0.14,0.05,2.1,0.1,NA,0.5,NA,NA,NA,0.34,NA,1.65,8.43,1.15,0.75,13.57,23.6,11,0,6.06,1.45,8.93,2.6,8.06,6.82,12.43,NA,0,12.08,3.85,13.12,7.69,NA,NA,NA,2.23,NA,"It depends on which variety of the Quaker Natural Cereal you are referring to. Please provide me the specific variety so I can give you an accurate ranking.","Natural Cereal :  oats is a wheat and oat mixture that provides healthy and delicious goodness for breakfast. It is a nutritious cereal with a great taste that is irresistible to the taste buds."
"Oat Bran High Fiber","unparsed","quaker","HIGH_FIBER, LOW_SODIUM","SUGAR_CONSCIOUS, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",231,231.24,6.61,1.25,NA,2.23,2.6,62.25,47.77,14.48,1.36,16.26,0,3.76,54.52,220.9,532.04,5.09,2.92,689.96,0,0,1.1,0.21,0.88,0.16,48.88,48.88,0,0,0,0.95,3.01,6.16,11.56,10.17,6.24,20.75,57.9,32.52,0,0.16,5.45,52.6,11.32,28.25,26.58,98.57,0,0,91.65,15.91,5.49,11.93,12.22,0,0,6.33,2.51,"8.5","Oat Bran High Fiber :  is a low sugar, high fiber cereal that provides a healthy and sustaining breakfast. It is made from whole grain oats which provide added fiber, vitamins and minerals for a nutritious start to the day."
"Oat Bran Squares","unparsed","quaker","HIGH_FIBER, LOW_SODIUM","SUGAR_CONSCIOUS, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",231,231.24,6.61,1.25,NA,2.23,2.6,62.25,47.77,14.48,1.36,16.26,0,3.76,54.52,220.9,532.04,5.09,2.92,689.96,0,0,1.1,0.21,0.88,0.16,48.88,48.88,0,0,0,0.95,3.01,6.16,11.56,10.17,6.24,20.75,57.9,32.52,0,0.16,5.45,52.6,11.32,28.25,26.58,98.57,0,0,91.65,15.91,5.49,11.93,12.22,0,0,6.33,2.51,"8.5","Oat Bran Squares :  is a cereal made from nourishing whole grain oats with a crispy texture. It is rich in dietary fiber, and also contains no artificial colours, flavors or preservatives."
"Oat Squares, Quaker","unparsed","quaker","LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_SUGAR, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",606,606.84,10.76,1.9,NA,3.4,3.95,103.38,86.85,16.54,NA,26.35,0,3.12,84.24,276.12,669.24,7.36,6.19,815.88,0,0,1.19,0.22,1.5,0.19,87.36,87.36,0,0,0,NA,NA,12.82,30.34,16.56,9.49,34.46,66.14,52.7,0,0.13,8.42,65.74,14.24,40.91,56.3,116.55,0,0,99.19,16.68,9.37,14.28,21.84,0,0,NA,NA,"I am sorry but there are different variants of Oat Squares by Quaker cereal, can you please specify the flavor or variant so that I can assist you better?","Oat Squares, Quaker :  oats is a crunchy and delicious cereal made with rolled oats and real honey. It has a sweet oaty taste and is a great source of iron and fiber."
"Oatmeal Crisp","unparsed","generalMills","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",201,201.3,0.72,0.08,NA,0.09,0.31,45.21,36.13,9.07,0.59,4.34,0,225.5,17.05,42.9,175.45,1.34,1.31,147.95,0,0,0.13,0.08,0.57,0.12,35.75,12.1,13.75,0,0,0.45,3.3,3.36,10.06,1.1,0.4,15.07,36.3,8.69,0,9.4,1.71,10.21,3.73,7.42,11.95,21.14,0,0,11.14,6.13,3.58,8.88,8.94,0,0,2.97,2.75,"6.5","Oatmeal Crisp :  is a cereal with crunchy clusters of whole grain oats and wheat, with real raisins added for sweetness. It also contains iron, calcium, vitamin D, B vitamins and fiber to help nourish your body."
"Oatmeal Squares Regular","unparsed","quaker","LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",306,306.99,5.28,0.9,NA,1.6,1.86,54.84,46.66,8.18,0.8,10.65,0,4.86,42.12,111.78,293.22,3.44,2.95,332.1,0,0,0.37,0.13,0.91,0.08,25.92,25.92,0,0,0,0.34,1.62,8.78,15.35,8.12,4.5,18.28,32.72,21.3,0,0.2,4.21,26.61,6.24,19.12,26.8,47.44,0,0,31.05,9.66,5.7,6.23,6.48,0,0,2.27,1.35,"8.5","Oatmeal Squares Regular :  is a crispy, brown sugar flavored cereal that provides a source of whole grains. The cereal is great for a healthy snack or breakfast and is also easy to make for time-strapped mornings."
"Peanut Butter Puffs - Reese's General Mills)","unparsed","generalMills","LOW_CARB, LOW_SODIUM","KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, SPECIFIC_CARBS, MEDITERRANEAN, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",1542,1542.84,132.51,26.64,0.19,66.93,32.34,57.56,44.66,12.9,27.06,57.3,0,43.86,126.42,433.44,1439.64,4.49,6.48,864.3,0,0,0.39,0.5,33.83,1.14,224.46,224.46,0,0,0,23.48,0.77,3.17,77.14,203.86,133.19,19.19,51.6,114.6,0,1.83,12.64,103.2,30.63,24.94,58.87,123.47,0,0,32.25,38.1,211.43,87.52,56.12,0,0,156.52,0.64,"8.5","Peanut Butter Puffs - Reese's General Mills) :  is a delicious cereal that is famously made with peanut butter flavored puffs and crunchy corn squares. It is topped with a delicious chocolatey coating that gives it a unique and irresistible taste."
"Pebbles, Fruit","unparsed","nabisco","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_SUGAR, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, SPECIFIC_CARBS, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",73,73.5,0.17,0.02,NA,0.03,0.07,19.28,16.83,2.45,NA,0.86,0,7.35,17.15,12.25,191.1,0.74,0.2,22.05,53.9,4.66,0.04,0.05,0.92,0.08,7.35,7.35,0,0,0,NA,NA,224.18,3.67,0.26,0.11,6.43,9.8,1.72,0,0.31,1.72,2.92,4.07,4.08,1.78,3.15,5.99,5.17,3.06,3.96,5.73,6.03,1.84,0,0,NA,NA,"I'm sorry, Fruity Pebbles cereal is actually made by Post, not Nabisco. However, regardless of the brand, the rank of Fruity Pebbles cereal is 7.","Pebbles, Fruit :  is a breakfast cereal made with rice, corn, and wheat mixed with artificial colors and sweetened with sugar. It features a variety of popular cartoon characters on the box, making it a great way to start your day."
"Post 100% Bran Cereal","unparsed","post","HIGH_FIBER, LOW_SODIUM","LOW_FAT_ABS, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",161,161.2,3.04,0.4,0,0.42,1.31,46.03,27.86,18.17,9.73,8.15,0,159.96,241.18,224.44,632.4,10.91,7.69,713,323.64,12.4,1.41,1.68,9.18,7.44,1362.76,25.42,786.78,11.66,2.67,0.77,3.22,1.31,8.06,4.67,1.98,15.34,72.66,16.29,0,6.66,24.12,53.44,13.46,60.62,69.89,101.86,35.96,13.78,117.28,129.25,57.35,572.31,340.69,485.67,17.77,5.13,2.69,"8.5","Post 100% Bran Cereal :  is a high fiber cereal that contains whole wheat bran, wheat and oat bran, wheat germ and corn syrup. It provides an excellent source of fiber and is a heart-healthy breakfast cereal."
"Post Banana Nut Crunch","unparsed","post","LOW_CARB, LOW_SODIUM","SUGAR_CONSCIOUS, LOW_SUGAR, KIDNEY_FRIENDLY, KETO_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",813,813.78,70.49,9.45,NA,43.01,14.75,34.73,22.4,12.33,NA,23.7,0,16.44,95.9,308.25,817.89,5.07,5.21,595.95,1.37,0.55,0.27,0.27,6.44,0.41,68.5,68.5,0,0,0,NA,NA,2.4,40.69,108.44,47.26,11.58,49.32,47.4,0,0.69,9.59,73.39,17.4,28.16,47.33,85.14,0.15,0.61,22.83,21.08,40.24,31.19,17.12,0,0,NA,NA,"I would give Post Banana Nut Crunch a rank of 8.5.","Post Banana Nut Crunch :  is an oat-based cereal that contains crunchy clusters of banana chips and nuts for a deliciously creamy and crunchy experience. It's packed with essential vitamins and minerals and is a good source of fiber for a nutritious start to your day."
"Post Blueberry Morning","unparsed","post","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, SPECIFIC_CARBS, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",84,84.36,0.49,0.04,NA,0.07,0.22,21.45,17.89,3.55,14.74,1.1,0,1.48,8.88,8.88,113.96,0.41,0.24,17.76,4.44,14.36,0.05,0.06,0.62,0.08,8.88,8.88,0,0,0,0.84,28.56,124.63,4.22,0.75,0.21,7.15,14.21,2.19,0,0.06,0.89,2.11,2.42,2.3,2.15,2.54,0.49,15.95,4.56,4.67,3.87,5.92,2.22,0,0,5.62,23.8,"6.5","Post Blueberry Morning :  is a delicious cereal made with a mix of corn flakes, sweet blueberries, and toasted almonds. It's a healthy and tasty cereal that is sure to be a family favourite."
"Post Bran Flakes","unparsed","post","HIGH_FIBER, LOW_SODIUM","LOW_FAT_ABS, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",161,161.2,3.04,0.4,0,0.42,1.31,46.03,27.86,18.17,9.73,8.15,0,159.96,241.18,224.44,632.4,10.91,7.69,713,323.64,12.4,1.41,1.68,9.18,7.44,1362.76,25.42,786.78,11.66,2.67,0.77,3.22,1.31,8.06,4.67,1.98,15.34,72.66,16.29,0,6.66,24.12,53.44,13.46,60.62,69.89,101.86,35.96,13.78,117.28,129.25,57.35,572.31,340.69,485.67,17.77,5.13,2.69,"6.5","Post Bran Flakes :  Cereal is a cereal made with wheat, bran, and raisins. It's a nutritional cereal that is high in fiber, to help support a healthy digestive system."
"Post Cranberry Almond Crunch","unparsed","post","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",245,245.76,3.78,0.51,0,1.92,1.09,49.02,41.92,7.1,16.32,5.7,0,136.96,25.6,56.96,197.12,2.43,1.98,163.2,298.88,16,0.51,0.58,6.66,0.64,218.24,12.16,120.96,1.98,1.34,3.6,1.28,3.97,12.29,5.81,2.56,16.34,28.42,11.39,0,5.71,2.56,13.56,4.19,13.51,18.04,23.31,33.21,17.78,42.67,44.31,41.6,49.23,54.56,82.67,8.96,24.02,1.07,"8.5","Post Cranberry Almond Crunch :  is a sweetened cereal that has almond pieces, clusters, and cranberries. It is a combination of crunchy granola and delicious dried cranberries, unlike other cereals on the market."
"Post Crunchy Pecan","unparsed","post","LOW_CARB, LOW_SODIUM","SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, KETO_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, SPECIFIC_CARBS, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",684,684.09,71.25,6.12,NA,40.39,21.4,13.72,4.22,9.5,3.93,9.08,0,0,69.3,119.79,405.9,2.5,4.48,274.23,2.97,1.09,0.65,0.13,1.16,0.21,21.78,21.78,0,0,0,1.39,3.46,3.48,34.2,109.62,30.59,4.57,38.02,18.16,0,0,6.93,28.52,8.64,13.91,40.77,39.18,0.33,1.21,54.45,9.9,7.22,15.99,5.44,0,0,9.24,2.89,"8.5","Post Crunchy Pecan :  is a sweet, nutty cereal consisting of crunchy corn and rice flakes combined with roasted pecans. It's a good choice for those who enjoy a slightly sweet and satisfyingly crunchy breakfast cereal."
"Post Fruit & Fiber Dates, Raisins and Walnuts","unparsed","post","LOW_CARB, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, KETO_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, SPECIFIC_CARBS, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, KOSHER",26,26.16,2.61,0.25,NA,0.36,1.89,0.55,0.28,0.27,0.1,0.61,0,0.08,3.92,6.32,17.64,0.12,0.12,13.84,0.04,0.05,0.01,0.01,0.04,0.02,3.92,3.92,0,0,0,0.03,0.11,0.16,1.31,4.01,1.23,0.18,1.07,1.22,0,0,0.39,1.5,0.38,0.65,1.12,1.98,0,0.06,1.14,0.46,0.28,1.65,0.98,0,0,0.19,0.09,"8.5.","Post Fruit & Fiber Dates, Raisins and Walnuts :  is a delicious cereal that combines oats, raisins, dates, and walnuts for a delicious and nutritious breakfast cereal. This cereal is high in fiber, antioxidants, and nutrition, making it perfect for a healthy start to your day!"
"Post Fruity Pebbles","unparsed","post","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",144,144.72,1.44,1.3,0.04,0.07,0.04,31,30.71,0.29,12.38,1.66,0,191.52,6.84,5.76,25.92,2.41,2.02,25.56,299.88,7.99,0.5,0.58,6.66,0.68,225.72,1.44,131.76,2.02,2.66,0.05,0.47,1.08,7.24,2.22,6.48,10.33,1.15,3.31,0,7.98,0.68,1.37,0.55,13.4,18.33,3.65,33.32,8.88,42,44.31,41.62,52.62,56.43,84,17.76,0.31,0.39,"As per my previous answer, the rank of Fruity Pebbles cereal was 7. However, the manufacturer does not affect the ranking, so the rank of Post Fruity Pebbles would also be 7.","Post Fruity Pebbles :  is a cereal with colorful rice and corn flakes flavored with sweet fruity taste perfect for a sweet breakfast. This cereal is a fun and tasty way to start your day with a splash of flavor."
