gender,sat,gpa,aptitude_test,admissions_interview_1,admissions_interview_2,extracurricular_score,accepted
Male,1120,2.94,70,3,2,2,0
Male,1280,3.54,33,2,3,2,0
Female,1100,3.51,44,3,3,1,0
Male,1360,3.59,57,4,3,2,1
Female,930,3.1,62,3,3,1,0
Female,1260,3.58,75,4,4,4,1
Male,1400,3.45,75,4,3,2,1
Female,1120,3.59,50,4,5,3,0
Male,960,3.15,73,2,2,3,0
Female,1460,3.61,53,3,4,5,0
Female,960,3.32,62,2,3,2,0
Male,420,3.12,88,3,3,2,0
Male,1150,3.14,29,3,4,2,0
Female,800,3.01,50,5,3,4,0
Female,1210,3.41,69,3,4,4,0
Female,740,3.22,52,3,4,2,0
Male,1190,3.11,68,4,4,3,1
Female,1000,2.67,58,4,4,5,0
Female,1130,3.32,57,4,4,5,0
Female,1010,3.62,61,4,3,2,0
Male,660,2.75,42,3,4,3,0
Female,760,2.97,64,4,3,3,0
Male,1280,3.49,77,4,4,2,0
Male,880,3.35,89,4,4,2,1
Female,1370,3.57,52,4,4,3,0
Female,1020,3.52,41,3,3,2,0
Female,1310,3.26,61,3,4,4,0
Female,1090,3.44,49,4,4,3,0
Female,950,3.13,50,2,4,4,0
Female,1280,3.59,58,3,4,1,0
Male,820,3.65,55,3,2,2,0
Female,1350,3.47,47,5,3,5,0
Female,1230,3.58,52,4,3,3,0
Male,1250,3.13,92,3,2,2,0
Male,1120,3.53,61,3,3,2,0
Male,1090,3.09,37,3,4,3,0
Female,1430,3.44,73,3,3,1,0
Female,1080,3.48,78,3,3,5,0
Female,1450,3.67,74,3,4,3,0
Male,1090,3.5,69,4,2,3,1
Male,1100,2.76,63,4,4,3,1
Female,1160,3.66,29,3,3,4,0
Male,1090,2.87,88,1,2,2,0
Female,1380,3.55,71,3,3,3,0
Female,1240,3.43,78,4,4,3,0
Male,970,3.68,29,4,3,3,1
Male,960,3.62,74,4,2,2,0
Male,980,3.54,60,4,2,3,0
Female,1480,3.58,94,4,4,4,0
Female,880,3.33,76,4,4,1,1
Female,1150,3.37,70,4,4,3,1
Female,930,3.04,50,4,3,2,0
Female,1300,3.49,57,3,4,4,0
Female,1170,3.61,58,3,4,4,0
Male,1030,3.18,90,4,2,3,1
Male,820,3.45,73,2,3,3,0
Female,1110,3.49,62,4,3,5,0
Female,1020,3.26,96,4,4,4,1
Male,850,2.92,82,2,4,2,0
Male,880,3.14,29,3,2,3,0
Male,1460,2.72,93,3,4,2,0
Female,1160,3.44,83,3,4,5,0
Female,770,3.22,62,4,3,1,0
Female,870,3,56,2,3,3,0
Female,930,3.09,55,4,5,5,0
Female,1260,3.57,90,4,4,1,1
Female,1200,3.33,72,3,4,1,0
Female,930,3.55,55,3,3,1,0
Female,1160,3.46,82,3,3,5,0
Female,820,3.15,53,3,3,4,0
Female,1010,3.66,43,3,3,1,0
Female,1230,3.53,74,3,4,5,0
Female,840,3.26,66,3,4,1,0
Female,1320,3.53,69,2,4,3,0
Female,1070,3.59,51,4,3,1,0
Female,1220,3.36,55,5,4,4,0
Female,1290,3.5,79,4,4,5,0
Male,1120,3.28,27,3,2,2,0
Male,770,3.36,69,3,4,3,0
Male,1050,3.56,21,4,2,3,0
Female,1160,3.42,53,4,3,4,0
Female,940,3.19,85,4,3,5,0
Male,1070,3.26,80,3,2,2,0
Female,1050,3.57,41,4,4,5,0
Female,840,3.08,62,4,4,4,1
Female,920,3.05,57,4,3,3,0
Female,970,3.21,36,4,4,4,1
Female,890,2.8,50,3,3,1,0
Female,1200,3.87,30,3,3,2,0
Male,1110,3.48,85,4,3,2,1
Male,1400,2.91,92,3,4,3,0
Male,1310,3.42,68,2,3,2,0
Male,1130,3.21,46,2,3,2,0
Male,960,3.45,45,3,4,3,0
Female,1030,3.58,65,4,4,3,1
Female,1170,3.43,68,3,3,1,0
Female,1350,3.6,81,3,3,2,0
Female,890,3.56,59,4,3,5,0
Male,1100,3.26,28,2,4,3,0
Male,1080,3.07,88,3,4,2,0
Female,1530,3.56,94,4,4,2,1
Female,580,3.01,69,3,4,4,0
Male,1430,2.91,56,3,3,2,0
Male,780,3.38,59,4,3,2,0
Male,520,3.17,96,4,3,3,0
Female,1050,3.51,61,4,3,3,0
Female,1070,3.66,48,4,3,2,0
Female,1050,3.45,69,4,4,4,1
Female,1080,3.38,41,4,4,1,0
Female,810,2.92,61,4,3,3,0
Female,1170,3.57,59,2,3,1,0
Male,1080,3.38,30,3,3,3,0
Female,1330,3.47,51,4,4,3,0
Female,1120,3.55,88,4,4,4,1
Male,880,2.83,24,4,2,2,1
Male,1110,3.68,80,3,3,2,0
Male,1120,3.13,36,4,4,2,1
Female,1370,3.43,81,3,3,1,0
Male,1000,3.66,99,4,2,2,0
Male,1250,3.55,42,3,3,2,0
Female,1040,3.43,62,4,3,3,0
Female,1320,3.48,94,3,4,3,0
Male,1370,3.68,89,3,3,3,0
Male,1250,3.24,35,4,3,2,0
Female,1110,3.5,69,2,4,2,0
Female,1440,3.55,54,4,4,5,0
Female,980,2.91,59,3,4,4,0
Male,1350,2.85,46,4,2,2,0
Female,960,3.29,43,3,3,1,0
Female,1000,3.19,56,4,3,4,0
Female,980,3.03,67,3,3,1,0
Male,1110,2.89,42,4,3,2,0
Female,1140,3.49,46,3,4,4,0
Male,1290,3.16,58,3,2,2,0
Male,1080,3.14,60,4,3,2,0
Female,1320,3.48,83,3,3,4,0
Male,1170,3.39,54,2,2,3,0
Female,890,3.17,48,3,3,4,0
Female,1000,3.03,40,3,4,1,0
Male,1080,2.94,59,3,2,2,1
Male,1240,3.3,47,4,3,3,1
Male,1180,2.74,29,4,4,3,1
Male,1160,2.84,67,4,3,2,1
Female,1050,3.52,94,3,3,1,0
Male,1070,2.78,67,5,2,3,0
Female,1260,3.44,61,2,4,3,0
Female,1390,3.46,71,4,4,4,1
Female,1120,3.47,51,2,3,3,0
Female,1190,3.61,65,3,4,3,0
Male,1050,2.99,42,4,3,2,0
Female,1220,3.66,50,4,4,3,0
Female,1170,3.48,58,2,3,4,0
Male,1010,3,82,2,4,3,0
Female,1020,3.43,55,3,4,1,0
Male,1170,3.69,47,2,2,2,0
Male,960,3.21,73,3,4,3,1
Male,1020,3.47,59,3,3,3,1
Male,1190,2.95,39,2,2,3,1
Male,1400,3.05,80,3,2,3,1
Female,1300,3.52,70,3,4,2,0
Female,1030,3.51,68,4,3,2,0
Female,730,3,40,3,3,3,0
Female,1350,3.43,81,3,3,1,0
Male,1120,2.84,34,4,3,3,1
Female,1300,3.38,83,4,4,4,1
Female,1160,3.4,56,3,3,1,0
Female,1040,3.46,38,4,3,1,0
Male,1230,2.98,99,4,3,2,1
Male,1410,3.18,100,3,3,3,0
Female,1010,3.44,56,3,4,3,0
Male,920,3.58,76,3,2,3,0
Male,1170,2.95,56,3,3,3,0
Male,1160,2.9,65,2,4,2,0
Male,1160,3.67,38,4,4,3,1
Female,1210,3.64,45,4,3,5,0
Male,1130,2.73,20,4,3,3,0
Male,1040,3.08,81,4,2,3,1
Male,1010,3.32,31,5,4,3,0
Female,1160,3.42,60,4,4,5,1
Male,1100,3.37,44,2,3,2,0
Male,1190,3.31,91,2,4,3,0
Female,1560,3.52,73,3,3,1,0
Female,1100,3.47,28,3,4,1,0
Male,1190,3.52,70,4,3,3,0
Female,1200,3.62,58,2,3,4,0
Male,1050,3.13,74,4,2,3,1
Female,970,3.26,40,3,3,1,0
Male,1320,3.52,54,3,2,3,0
Male,1060,3.5,96,4,2,3,0
Male,970,3.26,97,4,3,3,0
Male,860,3.55,56,3,4,2,0
Male,1100,3.08,80,2,3,2,0
Male,1270,2.92,50,4,3,2,1
Female,1130,3.44,65,3,3,5,0
Female,820,2.93,37,3,2,5,0
Male,780,2.99,33,2,3,3,0
Male,1090,3.39,46,4,3,2,0
Female,890,2.84,46,3,3,2,0
Female,1320,3.66,36,2,4,5,0
Female,1140,3.52,80,4,4,5,1
Male,830,3.36,82,3,3,2,0
Male,1380,3.57,67,4,2,2,0
Female,740,3.33,46,4,4,5,0
Female,1040,3.28,58,3,3,3,0
Male,1140,3.13,80,4,4,3,1
Female,1080,3.26,63,4,4,2,1
Male,1030,3.56,57,5,2,3,0
Male,1320,2.86,48,4,4,2,1
Male,1130,2.97,51,3,4,3,0
Male,900,3.61,49,3,4,2,0
Female,1100,3.47,59,3,3,3,0
Male,1240,3,21,4,4,3,0
Female,880,3.21,64,4,3,1,0
Male,890,3.21,57,3,4,3,0
Male,1070,3.19,83,3,2,3,0
Male,1130,3.5,51,2,3,2,0
Male,880,3.14,90,3,4,3,1
Female,740,3.05,62,4,3,3,0
Male,840,3.66,83,3,4,2,0
Female,1220,3.63,81,4,4,4,1
Female,650,3.34,65,4,4,1,1
Female,1230,3.52,74,4,4,1,0
Female,1240,3.29,95,3,3,1,0
Female,1080,3.54,64,3,4,4,0
Female,1170,3.47,49,3,3,1,0
Male,1410,3.43,78,4,3,2,0
Male,870,3.01,38,2,3,3,1
Male,960,2.75,51,5,4,3,0
Male,1030,3.62,20,3,3,3,0
Female,1100,3.47,25,2,4,5,0
Male,1340,2.74,93,2,4,2,0
Male,890,3.59,48,2,2,2,0
Male,1270,2.81,62,3,2,3,0
Male,1240,3.54,41,3,2,3,1
Male,970,3.34,92,3,2,3,0
Male,1160,2.84,33,3,4,3,0
Male,1380,3.45,75,5,3,2,1
Female,1250,3.63,58,2,4,3,0
Female,720,3.29,55,4,4,4,0
Male,1020,3.18,55,4,3,2,1
Female,1150,3.5,71,4,4,3,1
Female,1120,3.62,69,3,3,4,0
Female,1450,3.53,84,3,3,3,0
Male,1100,3.08,80,5,3,2,0
Male,950,3.62,97,4,4,3,0
Male,950,3.05,89,2,2,2,0
Female,1360,3.44,88,4,4,4,1
Male,920,3.2,79,4,2,2,0
Female,1070,3.37,49,2,5,2,0
Male,1300,3.29,40,5,2,2,0
Female,850,2.94,67,4,4,5,1
Male,1030,2.9,89,4,4,3,0
Female,950,2.93,57,2,3,4,0
Male,1330,2.76,61,3,4,2,0
Male,1440,3.1,67,4,4,2,0
Female,1430,3.44,98,4,4,3,1
Male,1440,3.6,22,2,2,3,0
Male,1150,3.02,31,5,4,3,0
Male,1060,3.18,32,4,2,2,1
Female,1230,3.48,89,4,4,3,1
Female,1320,3.39,54,4,3,3,0
Female,960,2.88,37,4,3,1,0
Female,1040,3.54,51,3,4,2,0
Male,1260,3.28,32,4,4,3,0
Female,1070,3.45,48,3,4,4,0
Male,950,3.65,95,4,4,3,0
Male,1350,3.54,100,3,2,2,0
Male,930,3.55,47,4,4,2,0
Male,1090,2.74,88,2,4,3,0
Male,960,2.93,86,3,3,2,0
Female,1420,3.59,62,4,4,2,1
Female,970,3.1,51,3,3,4,0
Female,1240,3.55,55,4,4,5,0
Male,1050,3.02,65,3,4,3,0
Male,1320,2.95,87,3,4,3,0
Male,1320,3.67,84,2,4,2,0
Male,1230,3.07,67,3,3,2,0
Female,1240,3.68,65,3,3,5,0
Male,1340,3.05,34,4,4,3,1
Male,1270,3.17,76,3,2,2,0
Male,920,3.11,43,3,3,3,0
Female,1440,3.48,73,3,4,1,0
Male,1110,3.05,41,2,2,3,0
Male,1020,2.95,21,3,3,2,0
Male,1150,2.81,32,4,3,3,1
Male,1040,2.91,56,3,2,3,0
Male,1220,3.44,29,3,2,2,0
Male,1360,3.54,54,4,3,2,1
Male,1140,3.21,54,3,4,2,0
Female,1030,3.53,59,2,3,2,0
Male,1230,3.4,33,4,2,2,1
Female,1240,3.38,63,3,3,5,0
Male,1350,3.09,88,4,3,2,1
Female,1110,3.32,59,4,3,2,0
Female,790,3.28,49,4,3,4,0
Female,1050,3.33,48,2,4,1,0
Male,1070,3.48,65,3,2,2,0
Male,980,3.28,79,2,2,2,0
Male,1340,3.12,60,4,3,2,1
Male,1190,3.1,98,3,3,3,0
Female,1270,3.31,49,4,3,4,0
Female,820,2.7,61,4,3,1,0
Male,1310,2.85,79,4,4,2,1
Female,640,2.86,58,3,3,2,0
Female,1120,3.65,71,4,4,5,1
Male,1140,3.24,54,3,3,2,0
Female,1330,3.68,78,3,3,2,0
Male,1240,3.38,44,4,4,3,1
Female,1140,3.17,58,2,3,4,0
Female,1320,3.56,61,3,3,5,0
Female,1230,3.52,57,3,4,3,0
Female,860,3,61,2,5,1,0
Female,1240,3.33,25,3,4,4,0
Female,930,3.1,49,4,3,1,0
Female,1270,3.49,69,2,4,5,0
Male,1250,2.81,64,2,3,2,0
Male,1040,3.51,71,4,3,3,1
Female,1260,3.55,62,1,4,3,0
Male,1000,3.41,28,3,3,3,0
Female,1250,3.44,38,3,3,2,0
Female,1480,3.43,91,3,4,1,0
Female,590,3.23,55,4,3,4,0
