"Timestamp","Age","Gender","City","Position","Total.years.of.experience","Years.of.experience.in.Germany","Seniority.level","Your.main.technology...programming.language","Other.technologies.programming.languages.you.use.often","Yearly.brutto.salary..without.bonus.and.stocks..in.EUR","Yearly.bonus...stocks.in.EUR","Annual.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.the.same.country","Annual.bonus.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.vacation.days","Employment.status","Сontract.duration","Main.language.at.work","Company.size","Company.type","Have.you.lost.your.job.due.to.the.coronavirus.outbreak.","Have.you.been.forced.to.have.a.shorter.working.week..Kurzarbeit...If.yes..how.many.hours.per.week","Have.you.received.additional.monetary.support.from.your.employer.due.to.Work.From.Home..If.yes..how.much.in.2020.in.EUR","Years.of.experience","Your.level","Current.Salary","Salary.one.year.ago","Salary.two.years.ago","Are.you.getting.any.Stock.Options.","Zeitstempel","Position..without.seniority.","Yearly.brutto.salary..without.bonus.and.stocks.","Yearly.bonus","Yearly.stocks","Yearly.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.same.country","Yearly.bonus.one.year.ago..Only.answer.if.staying.in.same.country","Yearly.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.home.office.days.per.month","Company.name","Company.business.sector","X0"
"27/11/2020 06:57:33",37,"Male","Berlin","QA Engineer","8","7","Middle","","",54000,"",54000,"","30","Full-time employee","Unlimited contract","German","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 08:08:17",33,"Female","Berlin","Data Scientist","8","4","Senior","Python ","SQL, Google Cloud, Docker",77000,"0",70000,"0","27","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 09:50:36",26,"Female","Moscow","Frontend Developer","6","0","Senior","JavaScript","Javascript / Typescript",33000,"0",27000,"0","","Full-time employee","Unlimited contract","Russian","101-1000","Product","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 10:25:49",46,"Male","Stuttgart","Software Engineer","13","6","Middle","C++","Python",70000,"3000",68000,"0","30","Full-time employee","Unlimited contract","English","1000+","Product","No",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 10:43:49",30,"Male","Berlin","DevOps","11","2","Senior","","",80000,"",75000,"","26","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 11:04:39",34,"Male","Berlin","Lead Software Developer","13","2","Lead","C#",".NET, Kubernetes, Docker",65000,"0",65000,"0","30","Full-time employee","Unlimited contract","English","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 11:09:58",35,"Male","Berlin","Software Engineer","15","4","Senior","Java","Python, SQL, AWS, Docker",85000,"0",85000,"0","25","Full-time employee","Unlimited contract","English","11-50","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 11:44:47",27,"Male","Berlin","Backend Developer","4","4","Senior","Go","Python, C/C++, Go, AWS, Docker",70000,"",NA,"","25","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 11:46:07",31,"Male","Berlin","Software Engineer","7","5","Lead","python","Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000,"10000",85000,"0","28","Full-time employee","Unlimited contract","English","1000+","Product","Yes",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 11:53:47",24,"Male","Berlin","Software Engineer","2","2","Junior","Java","Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",60000,"0",60000,"0","28","Full-time employee","Unlimited contract","German","up to 10","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:01:25",28,"Male","Berlin","Data Engineer","7","3","Senior","Python","Python, SQL, AWS, Google Cloud, Kubernetes, Docker",90000,"",75000,"","27","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:03:55",42,"Male","Berlin","Backend Developer","18","2","Middle","PHP","",53000,"",NA,"","26","Full-time employee","Unlimited contract","English","11-50","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:05:25",27,"Male","Berlin","Data Scientist","5","1","Middle","Python","SQL",55000,"0",NA,"","24","Full-time employee","Unlimited contract","English","51-100","Product","No",8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:16:02",30,"Male","Hannover","Software Engineer","5","3","Middle","Python","Javascript / Typescript, Java / Scala, SQL",45000,"0",45000,"0","30","Full-time employee","Unlimited contract","English","up to 10","Startup","No",8,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:20:51",NA,"Male","Berlin","data engineer","11","1","Middle","python","Python, SQL, AWS, Google Cloud",68000,"0",NA,"","28","Full-time employee","Unlimited contract","English","1000+","Product","No",28,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:26:33",26,"Male","Berlin","Software Engineer","2","1.5","Middle","TypeScript","Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",58000,"3000",NA,"","28","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:30:01",37,"Male","Walldorf","ML Engineer","15","15","Lead","Python","AWS, Google Cloud, Kubernetes, Docker",80000,"15000",75000,"15000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:33:03",NA,"Male","Hamburg","Software Engineer","12","12","Senior","Java","Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker",80000,"",80000,"","30","Self-employed (freelancer)","Temporary contract","German","","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:42:00",39,"Male","Munich","Software Engineer","8","7","Senior","Python","C/C++",130000,"50000",125000,"50000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:44:12",26,"Female","Berlin","Tech recruiting","2,5","2,5","Middle","JS","Python",40000,"1000",33000,"0","25","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:53:07",30,"Male","Hamburg","Data Scientist","5","4","Head","Python","R, SQL, AWS",80000,"90000",70000,"80000","25","Full-time employee","Unlimited contract","English","11-50","Startup","No",25,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 12:56:27",44,"Male","Frankfurt","Software Engineer","10","10","Senior","SAP ABAP","SAP / ABAP",75000,"80000",73000,"78000","30","Full-time employee","Unlimited contract","Russian","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 13:02:41",26,"Male","Munich","ML Engineer","5","4","Senior","Spark","Python, Java / Scala, R, SQL",180000,"0",190000,"0","40","Self-employed (freelancer)","Temporary contract","German","up to 10","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 13:02:57",30,"Male","Munich","Software Engineer","10","6","Senior","Go","Python, C/C++, Javascript / Typescript, Go",151872,"37968",NA,"","30","Full-time employee","Unlimited contract","English","1000+","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 13:12:14",26,"Male","Eindhoven","ML Engineer","3","","Middle","Python","Python, C/C++, Docker, Tensorflow, PyTorch",48000,"0",42000,"0","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 13:21:26",25,"Female","Munich","ML Engineer","1","1","Junior","AI","Python, SQL",57000,"",NA,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 13:24:29",34,"Male","France","Data Scientist","11","0","Senior","Python","Javascript / Typescript, R, SQL, Google Cloud",80000,"10000",NA,"","25","Full-time employee","Unlimited contract","French","1000+","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 13:31:20",38,"Female","Regensburg","ML Engineer","3","3","Middle","Python","R, SQL",65000,"",60000,"","30","Full-time employee","Temporary contract","German","1000+","Product","Yes",0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 13:38:23",40,"Male","Berlin","Product Manager","13","9","Head","","SQL",90000,"10000",75000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 13:41:01",28,"Male","Frankfurt","Mobile Developer","5","1","Senior","Swift","Swift",50000,"0",50000,"0","24","Full-time employee","Unlimited contract","English","11-50","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 13:47:57",29,"Female","Berlin","Data Scientist","2","2","Junior","R","Python",52000,"0",NA,"","30","Full-time employee","Unlimited contract","German","up to 10","Consulting / Agency","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 14:08:28",30,"Female","Berlin","ML Engineer","5","1.5","Middle","pythin","Python, SQL, Docker",51000,"",46000,"","30","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 14:14:20",28,"Male","Warsaw, Poland","Software Engineer","6","3 (in Poland)","Middle","C#","Javascript / Typescript, .NET, SQL",52800,"4400",47500,"3900","26","Full-time employee","Unlimited contract","English","51-100","Consulting / Agency","No",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 14:34:16",NA,"Female","Berlin","Data Scientist","1","8","Junior","Python","Python, R, SQL, Azure",55000,"",NA,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 14:43:39",42,"Male","Berlin","Software Engineer","12","12","Lead","Java","Kotlin, SQL, Kubernetes, Docker",95000,"",NA,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 14:45:29",27,"Male","Berlin","ML Engineer","5","1","Senior","Python","Google Cloud",70000,"",NA,"","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 14:52:02",29,"Male","Munich","Data Scientist","4","4","Middle","Python","Java / Scala, SQL, AWS, Azure",61500,"66500",53000,"58000","30","Full-time employee","Unlimited contract","English","11-50","Consulting / Agency","No",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 14:54:00",29,"Male","Munich","Software Engineer","4","4","Middle","R","Python, SQL",78000,"4000",78000,"4000","30","Full-time employee","Unlimited contract","English","1000+","Semiconductor","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 14:55:13",29,"Female","Cologne","ML Engineer","1","1","Middle","julia","",500000000,"5000000000",500000000,"50000000","99","Full-time employee","Unlimited contract","English","up to 10","Startup","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 15:26:10",27,"Female","Berlin","Backend Developer","1","1","Junior","Java","",42000,"3000",42000,"3000","28","Full-time employee","Unlimited contract","German","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 15:28:36",36,"Male","Berlin","CTO","15, thereof 8 as CTO","13","C-Level","Java & PHP","Python, PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",150000,"50000",120000,"30000","30","Full-time employee","Unlimited contract","German","101-1000","Media","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 15:31:37",37,"Male","Munich","Software Engineer","14","6","Head","Typescript","Python, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker",84000,"84000",84000,"80000","30","Full-time employee","Unlimited contract","English","up to 10","Product","No",40,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 15:49:51",31,"Male","Amsterdam","Data Scientist","10","0","Lead","Python","Javascript / Typescript, R, SQL, AWS, Azure, Docker",100000,"20000",NA,"","30","Full-time employee","Unlimited contract","English","11-50","Product","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 15:57:34",35,"Male","Berlin","Data Analyst","5","5","Middle","R","R, SQL, Google Cloud",49000,"0",48000,"0","26","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 16:22:55",27,"Male","Berlin","Data Scientist","4","2","Junior","Python","C/C++, Javascript / Typescript",60000,"80000",NA,"","15","Full-time employee","Temporary contract","English","51-100","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 16:43:00",29,"Male","Munich","Data Analyst ","6","4","Middle","Python","Javascript / Typescript, SQL, AWS, Kubernetes, Docker",68000,"4500",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",0,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 17:18:20",36,"Male","Berlin","Backend Developer","5","2","Senior","Java","Java / Scala, Kubernetes, Docker",70000,"0",60000,"0","28","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 17:21:50",33,"Male","Munich","Backend Developer","10","10","Senior","Java","Python, Kotlin, Go, Kubernetes",70000,"0",70000,"70000","30","Full-time employee","Unlimited contract","English","11-50","Consulting / Agency","No",20,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 17:38:58",42,"Male","Berlin","Software Engineer","12","12","Lead","Java","Kotlin, SQL, Kubernetes, Docker",95000,"",NA,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 17:46:19",32,"Female","Berlin","BI Analyst ","1","1","Junior","Sql ","Python",48000,"0",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 17:47:59",30,"Male","Berlin","Software Engineer","10","7","Lead","Frontend","C/C++, Javascript / Typescript, Go, AWS, Docker",115000,"17000",100000,"8500","28","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 18:13:16",29,"Female","Berlin","Software Engineer","4","4","Middle","Java/Kotlin","Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker",60000,"15900",NA,"","30","Full-time employee","Unlimited contract","English","101-1000","Consulting / Agency","No",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 18:27:25",23,"Male","Munich","ML Engineer","1","<1","Junior","Python","C/C++, SQL, Google Cloud, Docker",49000,"",NA,"","","Full-time employee","Unlimited contract","English","101-1000","Product","Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 19:08:08",35,"Female","Berlin","Frontend Developer","2","2","Junior","React","Javascript / Typescript",40000,"",38000,"","30","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"200 Amazon voucher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 19:13:30",36,"Male","Frankfurt","Software Engineer","14","","Senior","C++/c","Python, Docker",81500,"4500",78500,"8100","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 19:45:57",34,"Male","Berlin","BI Developer / Data Engineer","10","5","Senior","SQL","Python",75000,"7500",65000,"65000","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 19:50:24",34,"Male","Berlin","DevOps","12","2","Lead","Kubernetes","Python, Go, AWS, Kubernetes, Docker",94000,"0",92000,"0","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 20:17:35",31,"Male","Munich","ML Engineer","4","4","Senior","Python","Python",100000,"100000",86000,"86000","20","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 20:41:17",34,"Female","Berlin","QA Engineer","7","0","Senior","Java","Java / Scala, SQL, Docker",55000,"",NA,"","25","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 20:47:20",31,"Male","Munich","Data Scientist","","2","Middle","Python","Python, C/C++, Azure, Docker",60000,"2000",NA,"","27","Full-time employee","Unlimited contract","English","101-1000","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 21:00:34",33,"Male","Munich","Frontend Developer","14","8","Senior","Angular, Typescript","PHP, Javascript / Typescript",80000,"",NA,"","28","Full-time employee","Unlimited contract","German","11-50","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 21:29:14",33,"Male","Frankfurt","Software Engineer","8","5","Senior","C#","Javascript / Typescript, .NET, SQL",67000,"6000",63500,"5000","28","Full-time employee","Unlimited contract","English","11-50","Product","No",NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 21:35:38",33,"Male","Munich","Backend Developer","12","0.5","Middle","PHP","PHP, Javascript / Typescript, SQL, Docker",56000,"0",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 21:36:09",29,"Male","Milan","Data Scientist","3","0","Middle","Python","Python, SQL",32000,"6000",NA,"","24","Full-time employee","Unlimited contract","","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 21:45:12",44,"Female","Berlin","ML Engineer","13","0","Junior","","Python, R, SQL, AWS, Google Cloud, Azure, Docker",45000,"0",NA,"0","","Full-time employee","Unlimited contract","English","51-100","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 22:14:52",31,"Male","Berlin","Backend Developer","5","2","Senior","Python","Python, SQL, AWS, Kubernetes, Docker",77000,"",60000,"","28","Full-time employee","Unlimited contract","English","1000+","Product","No",0,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 22:20:22",26,"Male","Berlin","Data Scientist","2","1","Junior","Pyrhon","Python, SQL, AWS, Google Cloud, Kubernetes, Docker",55000,"55000",NA,"","27","Full-time employee","Unlimited contract","English","1000+","","No",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/11/2020 22:35:06",42,"Male","Berlin","Software Engineer","12","12","Lead","Java","Kotlin, SQL, Kubernetes, Docker",95000,"",NA,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 05:36:11",27,"Male","Hamburg","Backend Developer","3","⁰","Middle",".net","Javascript / Typescript, .NET, SQL, Docker",10001,"",NA,"","","Part-time employee","Temporary contract","English","11-50","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 07:10:16",33,"Male","Berlin","Product Manager","5","5","Middle","PM tools","",70000,"0",NA,"","26","Full-time employee","Temporary contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 08:39:21",33,"Male","Heilbronn","Senior Scrum Master (RTE)","7","7","Lead","C++","C/C++",90000,"0",104000,"10000","30","Full-time employee","Unlimited contract","German","1000+","Product","No",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 10:53:43",36,"Male","Frankfurt","QA Engineer","9","2","Senior","","",64000,"",60000,"","30","Full-time employee","Unlimited contract","English","101-1000","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 12:31:36",31,"Male","Berlin","Backend Developer","9","9","Senior","Grails, Groovy","Java / Scala, SQL, AWS",67473,"0",63000,"0","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 12:42:48",42,"Male","Berlin","Software Engineer","12","12","Lead","Java","Kotlin, SQL, Kubernetes, Docker",95000,"",NA,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 13:49:27",30,"Male","Berlin","Head of BI","7","7","Head","Python","Python, SQL, AWS, Kubernetes, Docker",100000,"",100000,"","30","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 14:13:25",32,"Female","Berlin","QA Engineer","10","4","Lead","Java","Python, Kotlin, .NET, SQL, Go, Docker",65000,"6000",55000,"","33","Full-time employee","Unlimited contract","German","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 17:56:48",34,"Male","Berlin","Software Engineer","16","5","Lead","Ruby","Kotlin, Javascript / Typescript, Java / Scala",91000,"",91000,"","26","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/11/2020 19:20:34",35,"Male","Berlin","Data Scientist","15","10","Middle","C++","Python",60000,"0",60000,"0","30","Full-time employee","Temporary contract","English","101-1000","Product","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
